uuid,min_x,min_y,max_x,max_y,start_date,end_date,geometry
fb3a18bf-f581-444e-846a-4cce59b35ca8,8.96484375,49.15296965617039,9.140625,49.26780455063753,2023-07-01,2023-07-31,"POLYGON ((8.96484375 49.15296965617039, 8.96484375 49.26780455063753, 9.140625 49.26780455063753, 9.140625 49.15296965617039, 8.96484375 49.15296965617039))"
f44910cc-1c67-46a7-83c3-bd08f2ffe441,8.96484375,49.26780455063753,9.140625,49.38237278700955,2023-07-01,2023-07-31,"POLYGON ((8.96484375 49.26780455063753, 8.96484375 49.38237278700955, 9.140625 49.38237278700955, 9.140625 49.26780455063753, 8.96484375 49.26780455063753))"
64021551-4a6e-4bf9-adcd-29cfdf5d5991,8.4375,49.38237278700955,8.61328125,49.49667452747043,2023-07-01,2023-07-31,"POLYGON ((8.4375 49.38237278700955, 8.4375 49.49667452747043, 8.61328125 49.49667452747043, 8.61328125 49.38237278700955, 8.4375 49.38237278700955))"
44759664-e666-41df-b57b-5bf660f6af3f,8.4375,49.49667452747043,8.61328125,49.610709938074216,2023-07-01,2023-07-31,"POLYGON ((8.4375 49.49667452747043, 8.4375 49.610709938074216, 8.61328125 49.610709938074216, 8.61328125 49.49667452747043, 8.4375 49.49667452747043))"
385bc851-87ca-4030-81a4-61aef06b51b5,8.61328125,49.38237278700955,8.789062499999998,49.49667452747043,2023-07-01,2023-07-31,"POLYGON ((8.61328125 49.38237278700955, 8.61328125 49.49667452747043, 8.789062499999998 49.49667452747043, 8.789062499999998 49.38237278700955, 8.61328125 49.38237278700955))"
b5c03372-aa8a-45ce-b8c0-89c9cdc2f3e6,8.61328125,49.49667452747043,8.789062499999998,49.610709938074216,2023-07-01,2023-07-31,"POLYGON ((8.61328125 49.49667452747043, 8.61328125 49.610709938074216, 8.789062499999998 49.610709938074216, 8.789062499999998 49.49667452747043, 8.61328125 49.49667452747043))"
25451f3a-18d5-4517-a477-6a998130cbe4,8.4375,49.610709938074216,8.61328125,49.72447918871299,2023-07-01,2023-07-31,"POLYGON ((8.4375 49.610709938074216, 8.4375 49.72447918871299, 8.61328125 49.72447918871299, 8.61328125 49.610709938074216, 8.4375 49.610709938074216))"
f40fb0c4-5225-42a3-8413-cc4d04c15783,8.61328125,49.610709938074216,8.789062499999998,49.72447918871299,2023-07-01,2023-07-31,"POLYGON ((8.61328125 49.610709938074216, 8.61328125 49.72447918871299, 8.789062499999998 49.72447918871299, 8.789062499999998 49.610709938074216, 8.61328125 49.610709938074216))"
3e0d9af3-aed6-4c47-8f63-b9bc3203f91c,8.789062499999998,49.38237278700955,8.96484375,49.49667452747043,2023-07-01,2023-07-31,"POLYGON ((8.789062499999998 49.38237278700955, 8.789062499999998 49.49667452747043, 8.96484375 49.49667452747043, 8.96484375 49.38237278700955, 8.789062499999998 49.38237278700955))"
98a89f8a-57c7-4b59-94c0-4da6708ffc17,8.789062499999998,49.49667452747043,8.96484375,49.610709938074216,2023-07-01,2023-07-31,"POLYGON ((8.789062499999998 49.49667452747043, 8.789062499999998 49.610709938074216, 8.96484375 49.610709938074216, 8.96484375 49.49667452747043, 8.789062499999998 49.49667452747043))"
81c940af-747b-44b9-a997-347fe36ae818,8.96484375,49.38237278700955,9.140625,49.49667452747043,2023-07-01,2023-07-31,"POLYGON ((8.96484375 49.38237278700955, 8.96484375 49.49667452747043, 9.140625 49.49667452747043, 9.140625 49.38237278700955, 8.96484375 49.38237278700955))"
